"Full Name","Birth Date","Death Date","Cemetery Name","Section","Plot","Inscription"
"Ramón Morales","12/25/1876","08/16/1912","Confederate Cemetery","X","32",""
"Carlos Sánchez","12/07/1851","06/25/1871","National Cemetery (Fort Sam Houston)","V","54",""
"Antonio Rivera","08/10/1854","08/05/1879","San Fernando Cemetery No. 1","T","124",""
"Amparo López","04/20/1919","07/08/1959","National Cemetery (Fort Sam Houston)","R","170",""
"Edith Wilson","09/11/1877","03/04/1897","National Cemetery (Fort Sam Houston)","G","164",""
"George White","10/09/1791","03/03/1878","City Cemetery No. 1","D","187","Que en paz descanse"
"Hans Neumann","02/04/1853","11/03/1940","National Cemetery (Fort Sam Houston)","T","70","Faithful servant of God"
"Eugene Wilson","07/09/1866","03/25/1886","San Fernando Cemetery No. 2","G","169",""
"Bessie Anderson","05/19/1830","05/07/1874","Mission Burial Park","O","183","Con Dios"
"Juan Morales","04/27/1818","05/05/1873","Mission Burial Park","Y","9",""
"Elvira Ramos","04/05/1834","02/13/1878","City Cemetery No. 1","U","59","Que en paz descanse"
"Emilie Schäfer","10/24/1832","08/17/1882","San Fernando Cemetery No. 1","P","31",""
"Frank Martin","10/03/1854","09/19/1929","San Fernando Cemetery No. 1","E","78",""
"Emilie Schroeder","11/20/1890","03/09/1947","City Cemetery No. 1","F","10",""
"Helene Bauer","02/25/1838","09/07/1868","National Cemetery (Fort Sam Houston)","O","127",""
"Adolph Steinemann","01/12/1831","02/18/1857","City Cemetery No. 1","J","6",""
"Francisco Ramírez","06/27/1841","02/13/1878","Confederate Cemetery","L","24","Gone but not forgotten"
"Héctor Cantu","11/08/1830","05/08/1910","National Cemetery (Fort Sam Houston)","I","116",""
"Beatriz Castillo","07/08/1923","06/17/1952","San Fernando Cemetery No. 1","F","28","Beloved husband and father"
"Dolores Fuentes","02/05/1833","06/27/1867","National Cemetery (Fort Sam Houston)","V","134",""
"Felicitas Hernández","04/15/1817","03/13/1856","San Fernando Cemetery No. 1","L","10",""
"Eusebio Rivera","10/06/1897","06/06/1936","City Cemetery No. 1","J","101",""
"Ethel Martin","07/20/1869","04/26/1898","San Fernando Cemetery No. 1","J","95",""
"Edith Jackson","03/27/1837","04/12/1893","San Fernando Cemetery No. 2","O","41",""
"Emil Werner","12/16/1886","03/06/1958","Confederate Cemetery","C","127",""
"Florencio Cantu","05/24/1908","06/06/1946","San Fernando Cemetery No. 2","W","12",""
"Carmen Treviño","01/13/1798","10/15/1886","City Cemetery No. 1","H","124","Auf Wiedersehen"
"Ludwig Steinemann","04/03/1864","09/20/1946","San Fernando Cemetery No. 1","N","12","Auf Wiedersehen"
"Teresa Treviño","05/26/1813","02/04/1873","San Fernando Cemetery No. 2","I","2","At rest with the Lord"
"Luz Ramos","07/27/1841","01/23/1928","National Cemetery (Fort Sam Houston)","A","136",""
"Adolph Bergmann","07/09/1847","09/21/1895","City Cemetery No. 1","I","163",""
"Hans Zimmermann","03/12/1895","12/16/1948","Mission Burial Park","J","42",""
"Felicitas Gutiérrez","08/11/1836","07/17/1877","Confederate Cemetery","Q","66",""
"Gustav Schmidt","11/28/1867","12/15/1953","Confederate Cemetery","Z","124",""
"Felicitas Pérez","07/15/1803","09/01/1892","National Cemetery (Fort Sam Houston)","V","200",""
"Rosa Reyes","07/16/1880","03/26/1936","San Fernando Cemetery No. 1","U","183",""
"Concepción Flores","01/24/1855","08/04/1877","San Fernando Cemetery No. 2","X","160",""
"Emil Becker","06/15/1808","02/26/1890","San Fernando Cemetery No. 1","L","53",""
"Joseph Williams","02/10/1856","11/21/1878","City Cemetery No. 1","Z","105",""
"Sophie Wagner","02/22/1884","10/27/1940","San Fernando Cemetery No. 1","G","110",""
"Teresa Reyes","10/09/1782","12/24/1869","San Fernando Cemetery No. 1","C","24",""
"Mabel Green","02/17/1834","01/20/1912","City Cemetery No. 1","N","118",""
"Katharina Schroeder","10/26/1804","11/04/1877","San Fernando Cemetery No. 2","O","89",""
"Wilhelm Fischer","08/10/1779","01/13/1855","San Fernando Cemetery No. 1","A","153",""
"Johann Bauer","07/24/1860","11/23/1930","San Fernando Cemetery No. 1","R","3",""
"Charles Nelson","01/27/1825","01/01/1908","San Fernando Cemetery No. 1","D","2",""
"Rosa Flores","10/02/1892","07/18/1939","City Cemetery No. 1","D","191","Beloved husband and father"
"Sarah Baker","12/19/1844","10/07/1898","San Fernando Cemetery No. 1","A","98",""
"Conrad Gruenewald","05/20/1824","01/27/1858","City Cemetery No. 1","C","21",""
"Siobhan McCarthy","06/04/1833","09/05/1872","National Cemetery (Fort Sam Houston)","M","66",""
"Bessie Thompson","08/05/1855","07/04/1930","San Fernando Cemetery No. 1","C","125","In loving memory"
"Elena Vásquez","12/09/1850","06/02/1890","Mission Burial Park","F","184","Que en paz descanse"
"Bessie Carter","01/11/1865","05/21/1952","Mission Burial Park","O","89",""
"Esperanza Moreno","07/07/1831","05/21/1868","San Fernando Cemetery No. 2","L","46",""
"Hilda Neumann","03/01/1862","08/04/1906","San Fernando Cemetery No. 2","A","103","Rest in peace"
"Anna Schulz","07/27/1786","09/14/1863","Mission Burial Park","Z","119",""
"Remedios Herrera","10/02/1876","01/16/1920","San Fernando Cemetery No. 1","J","157",""
"Emil Klein","03/19/1825","08/25/1900","Confederate Cemetery","B","162","Descanse en paz"
"Juana Rodríguez","02/14/1848","01/09/1931","City Cemetery No. 1","T","84",""
"Maureen McCarthy","06/15/1811","12/10/1883","Confederate Cemetery","W","31",""
"Frieda Bauer","09/24/1796","05/06/1875","National Cemetery (Fort Sam Houston)","G","163",""
"Edith Jones","07/14/1871","03/26/1950","City Cemetery No. 1","I","194",""
"Elena Moreno","11/09/1841","12/10/1904","Mission Burial Park","B","49",""
"Agustín Pérez","07/11/1889","05/08/1958","National Cemetery (Fort Sam Houston)","J","92",""
"Brendan Sullivan","12/08/1805","04/10/1867","San Fernando Cemetery No. 2","L","100",""
"Maureen Gallagher","08/22/1877","07/27/1943","City Cemetery No. 1","J","155",""
"Florencio Reyes","01/04/1867","12/20/1957","San Fernando Cemetery No. 2","H","163",""
"William Perez","01/04/1815","11/15/1896","City Cemetery No. 1","C","30",""
"Thomas Wright","06/08/1870","03/07/1898","National Cemetery (Fort Sam Houston)","I","42",""
"Emil Koch","07/07/1826","10/25/1854","National Cemetery (Fort Sam Houston)","O","164",""
"Klaus Schmitt","02/02/1883","03/04/1950","Mission Burial Park","T","143",""
"Franz Schäfer","08/16/1841","01/02/1878","San Fernando Cemetery No. 2","E","193","Auf Wiedersehen"
"Johann Wolf","09/01/1888","07/21/1932","Mission Burial Park","Q","45",""
"Ernesto Medina","02/10/1871","12/08/1903","San Fernando Cemetery No. 2","C","192","Im Frieden des Herrn"
"Conrad Fischer","07/24/1842","02/09/1885","City Cemetery No. 1","E","152",""
"Augusta Werner","09/24/1853","02/10/1898","San Fernando Cemetery No. 2","X","130",""
"Johann Lange","05/28/1859","12/20/1919","San Fernando Cemetery No. 1","L","137",""
"Florencio Moreno","10/16/1827","06/05/1912","San Fernando Cemetery No. 2","U","79",""
"Ida Allen","06/12/1863","03/06/1919","Mission Burial Park","J","7",""
"María García","02/04/1793","05/21/1864","Confederate Cemetery","O","135",""
"Eusebio González","07/13/1853","06/15/1942","San Fernando Cemetery No. 2","X","111",""
"Teresa Garza","01/24/1931","04/24/1952","Mission Burial Park","U","33",""
"Bertha Anderson","07/23/1893","11/06/1960","San Fernando Cemetery No. 2","O","125",""
"Rafael Flores","01/04/1807","06/17/1889","San Fernando Cemetery No. 2","D","189",""
"Ignacio Cruz","07/05/1890","04/12/1935","City Cemetery No. 1","S","162","Im Frieden des Herrn"
"Ludwig Schäfer","08/03/1788","09/16/1878","Confederate Cemetery","C","60",""
"Louisa Bergmann","01/12/1909","11/17/1939","City Cemetery No. 1","R","198",""
"Conrad Becker","04/22/1873","07/26/1928","San Fernando Cemetery No. 2","D","111","In loving memory"
"Johann Weidemann","11/24/1832","07/22/1920","Mission Burial Park","P","143",""
"Gertrud Weber","03/02/1814","04/13/1890","Mission Burial Park","S","113",""
"Francisca Vásquez","12/18/1892","10/04/1928","City Cemetery No. 1","X","102",""
"Josefa Domínguez","02/25/1840","10/08/1886","San Fernando Cemetery No. 1","C","82",""
"Hilda Mueller","02/17/1835","07/24/1871","San Fernando Cemetery No. 1","M","184",""
"Helen Wilson","12/04/1804","04/22/1871","National Cemetery (Fort Sam Houston)","K","44","Beloved husband and father"
"Manuel Díaz","12/26/1862","01/27/1938","San Fernando Cemetery No. 2","Z","159",""
"Ludwig Neumann","05/28/1833","11/11/1887","San Fernando Cemetery No. 2","A","2",""
"Gregorio Medina","02/21/1887","08/16/1944","City Cemetery No. 1","N","192",""
"Miguel Pérez","06/08/1859","04/07/1901","San Fernando Cemetery No. 2","W","111","Im Frieden des Herrn"
"Isidro Vásquez","03/27/1874","01/15/1901","City Cemetery No. 1","A","117",""
"Emil Zimmermann","09/12/1910","11/12/1932","Mission Burial Park","E","110","Gone but not forgotten"
"Adolph Bauer","07/25/1923","12/07/1960","City Cemetery No. 1","P","70",""
"Esperanza Castillo","04/19/1798","11/25/1851","Confederate Cemetery","Q","73",""
"Emil Schmidt","11/22/1760","01/03/1850","San Fernando Cemetery No. 2","A","132",""
"Andrés Sánchez","08/03/1887","04/23/1925","National Cemetery (Fort Sam Houston)","D","130",""
"Frieda Braun","02/14/1882","08/20/1918","City Cemetery No. 1","A","25",""
"Louisa Wolf","09/02/1870","12/01/1903","National Cemetery (Fort Sam Houston)","N","183",""
"Alice White","06/05/1835","05/20/1866","Mission Burial Park","Q","158",""
"Lillie Mitchell","08/16/1875","06/26/1905","San Fernando Cemetery No. 2","C","53","Con Dios"
"Frieda Schulz","11/14/1809","03/23/1891","San Fernando Cemetery No. 2","Z","89",""
"Adolph Fischer","07/25/1800","09/05/1861","Confederate Cemetery","U","199",""
"August Wagner","05/18/1848","02/25/1910","Mission Burial Park","G","106","Beloved husband and father"
"Siobhan Walsh","01/07/1803","04/26/1865","San Fernando Cemetery No. 2","J","103","Amado esposo y padre"
"Bruno Wolf","07/23/1834","08/10/1891","City Cemetery No. 1","J","182",""
"Conrad Becker","02/25/1886","09/22/1928","San Fernando Cemetery No. 2","K","84",""
"Eileen McCarthy","02/11/1808","06/02/1855","San Fernando Cemetery No. 1","G","80",""
"Isidro Domínguez","12/24/1817","12/14/1891","San Fernando Cemetery No. 2","R","126",""
"William Wilson","12/08/1826","02/06/1889","Mission Burial Park","Z","133",""
"Mabel Moore","06/25/1886","02/01/1960","Confederate Cemetery","E","157",""
"Olga Klein","03/23/1884","07/12/1957","San Fernando Cemetery No. 1","N","128",""
"Mabel Miller","08/09/1816","08/28/1898","City Cemetery No. 1","D","9",""
"Augusta Becker","09/06/1890","08/04/1924","Mission Burial Park","B","4",""
"Juana Cruz","03/16/1807","12/25/1892","Mission Burial Park","V","30",""
"Johann Gruenewald","07/13/1835","04/03/1856","Confederate Cemetery","J","112",""
"Edward Martin","09/18/1836","09/16/1915","National Cemetery (Fort Sam Houston)","J","90",""
"Bertha Baker","02/04/1814","08/23/1895","City Cemetery No. 1","T","23",""
"Helen Williams","10/23/1864","10/02/1932","San Fernando Cemetery No. 2","Z","58",""
"María Morales","07/13/1781","08/22/1867","National Cemetery (Fort Sam Houston)","N","139",""
"Hilda Meyer","07/26/1809","01/08/1852","City Cemetery No. 1","B","165",""
"Antonio Ortiz","01/24/1821","02/09/1862","Confederate Cemetery","N","96",""
"Concepción Rivera","08/14/1890","10/10/1957","San Fernando Cemetery No. 1","H","183",""
"Helene Mueller","12/19/1878","05/26/1919","Confederate Cemetery","B","78",""
"Fergus Brennan","07/16/1823","02/05/1900","Confederate Cemetery","E","30",""
"Elena Salinas","02/12/1852","02/09/1901","Mission Burial Park","G","171",""
"Hilda Schwarz","04/03/1889","11/19/1955","San Fernando Cemetery No. 2","B","9",""
"Samuel Johnson","05/04/1907","01/28/1949","Mission Burial Park","O","9",""
"Consuelo Herrera","04/10/1913","04/07/1942","Mission Burial Park","E","80","Con Dios"
"Conrad Steinemann","08/26/1926","07/06/1955","Confederate Cemetery","T","169",""
"Carmen Rivera","08/05/1829","01/27/1862","Confederate Cemetery","I","139",""
"Manuel Fuentes","11/19/1866","06/01/1948","Confederate Cemetery","H","21",""
"Eusebio Castillo","10/14/1895","07/27/1925","Mission Burial Park","U","163",""
"Catalina Hernández","07/11/1859","06/16/1885","Mission Burial Park","R","177",""
"Felicitas Morales","08/04/1829","09/12/1906","Mission Burial Park","O","32","Siempre en nuestros corazones"
"Fiona Doyle","01/22/1780","08/13/1861","Confederate Cemetery","U","3","Until we meet again"
"Ida Schmitt","06/06/1811","12/09/1870","Confederate Cemetery","Q","75",""
"Seamus Gallagher","07/26/1894","08/17/1919","City Cemetery No. 1","N","88",""
"Gerhard Klein","10/21/1861","11/24/1919","National Cemetery (Fort Sam Houston)","P","179",""
"Anna Becker","07/18/1901","10/05/1942","Confederate Cemetery","Q","121","Rest in peace"
"Eusebio Herrera","06/16/1862","06/26/1918","Mission Burial Park","W","99",""
"Franz Werner","09/04/1881","05/07/1903","San Fernando Cemetery No. 2","E","39","Con Dios"
"Antonio Flores","12/26/1853","07/10/1903","City Cemetery No. 1","X","195","Ruhe in Frieden"
"Elvira Medina","11/14/1840","02/10/1879","Confederate Cemetery","F","38",""
"Friedrich Becker","01/16/1837","03/26/1921","San Fernando Cemetery No. 1","B","13","Im Frieden des Herrn"
"Louisa Scott","11/15/1913","07/09/1947","Mission Burial Park","S","62",""
"Lena Schulz","04/17/1889","11/08/1934","San Fernando Cemetery No. 2","X","51",""
"Wilhelmine Schwarz","03/12/1855","07/17/1942","National Cemetery (Fort Sam Houston)","D","115",""
"Hedwig Weber","04/11/1860","06/06/1898","San Fernando Cemetery No. 1","P","163",""
"Sophie Schwarz","03/04/1846","04/24/1912","National Cemetery (Fort Sam Houston)","T","134","Que en paz descanse"
"Joseph Smith","03/20/1878","04/07/1935","National Cemetery (Fort Sam Houston)","X","90","Auf Wiedersehen"
"Brendan Connelly","09/03/1891","11/14/1934","San Fernando Cemetery No. 1","O","104",""
"Hedwig Steinemann","12/20/1853","08/22/1902","Confederate Cemetery","C","137",""
"Luz Medina","04/02/1834","07/17/1883","City Cemetery No. 1","G","178",""
"Franz Meyer","04/05/1849","02/02/1899","City Cemetery No. 1","R","178",""
"Aurelio Castillo","07/25/1861","10/04/1949","Confederate Cemetery","C","55","Hier ruht in Gott"
"Rafael Fuentes","04/20/1802","05/15/1873","National Cemetery (Fort Sam Houston)","L","122",""
"Else Koch","09/22/1817","01/15/1854","Mission Burial Park","J","59",""
"Felicitas García","07/14/1768","10/20/1853","Mission Burial Park","W","146","Ruhe in Frieden"
"Bessie Green","10/01/1798","06/03/1852","City Cemetery No. 1","Q","194",""
"Arthur Thomas","06/08/1828","04/27/1884","Confederate Cemetery","J","159",""
"Ignacio Medina","03/23/1868","03/05/1908","Confederate Cemetery","J","97",""
"Seamus Sullivan","01/05/1771","01/05/1854","Confederate Cemetery","Y","94",""
"Ida Lehmann","12/19/1853","08/25/1928","San Fernando Cemetery No. 2","R","178","Im Frieden des Herrn"
"Andrés Vásquez","02/14/1912","10/22/1933","National Cemetery (Fort Sam Houston)","C","40",""
"Anna Schmidt","06/12/1823","07/20/1853","National Cemetery (Fort Sam Houston)","L","146",""
"Bertha Steinemann","07/11/1818","05/11/1883","San Fernando Cemetery No. 2","G","47","Hier ruht in Gott"
"Lena Schäfer","11/03/1818","02/07/1885","Confederate Cemetery","M","145",""
"Andrés Hernández","10/02/1829","07/19/1890","Confederate Cemetery","A","90",""
"Louisa Lange","04/14/1783","01/27/1858","San Fernando Cemetery No. 1","U","17",""
"Marta Lange","02/15/1919","09/21/1953","San Fernando Cemetery No. 2","A","176",""
"Remedios Torres","09/15/1822","05/11/1858","National Cemetery (Fort Sam Houston)","S","155",""
"Remedios Cruz","05/02/1760","11/06/1850","City Cemetery No. 1","E","20",""
"Juan Díaz","03/21/1913","02/19/1945","Confederate Cemetery","B","68",""
"Louisa Allen","02/18/1813","06/09/1903","City Cemetery No. 1","I","4",""
"Walter Thomas","08/21/1846","08/03/1889","San Fernando Cemetery No. 1","V","96",""
"Wilhelm Koch","01/28/1853","07/05/1901","Mission Burial Park","B","96",""
"Ludwig Hoffmann","06/01/1897","07/28/1930","San Fernando Cemetery No. 1","E","200",""
"Elizabeth White","07/27/1832","11/12/1900","San Fernando Cemetery No. 1","L","8",""
"Nellie Wright","06/16/1823","12/15/1897","National Cemetery (Fort Sam Houston)","S","55",""
"Hermann Zimmermann","05/08/1780","10/10/1862","Confederate Cemetery","E","146",""
"Antonio Hernández","01/19/1869","10/24/1938","San Fernando Cemetery No. 1","A","36",""
"Josefa Gutiérrez","03/03/1824","05/22/1873","San Fernando Cemetery No. 1","C","162",""
"Johann Schulz","02/26/1822","08/07/1912","San Fernando Cemetery No. 2","Z","64","En la memoria de todos"
"Dermot Kelly","04/10/1860","08/18/1881","Confederate Cemetery","G","51",""
"Johann Lehmann","09/13/1825","07/11/1896","Confederate Cemetery","Y","137","Im Frieden des Herrn"
"Guadalupe Treviño","12/25/1857","10/22/1921","San Fernando Cemetery No. 2","R","30",""
"Elizabeth Roberts","11/18/1813","06/09/1861","Mission Burial Park","X","86",""
"Conrad Wolf","10/24/1874","12/26/1929","San Fernando Cemetery No. 1","Z","73",""
"Emma Thomas","05/09/1901","11/26/1935","Confederate Cemetery","N","24",""
"Rosa Ramos","06/14/1789","01/01/1861","San Fernando Cemetery No. 2","M","101",""
"Ramona Salinas","04/16/1864","06/08/1935","Confederate Cemetery","N","111",""
"Juana González","05/25/1816","11/08/1871","San Fernando Cemetery No. 2","H","144","Descanse en paz"
"Carlos Gutiérrez","11/13/1841","11/04/1928","San Fernando Cemetery No. 1","J","99",""
