"File Name","Contact","Name Prefix","First Name","PreferredName","Middle Name","Maiden Name","UseMaiden","Last Name","Name Suffix","Member Active","Member Join Date","Login","Birth Year","Birth Month","Birth Day","Deceased","Image Filename","Address 1","Address 2","City","State / Province","Postal Code","Country","Telephone","Cell Phone","Toll Free Phone","International Phone","Preferred Phone","Fax","Email","Website","Alternate Address 1","Alt. Address 2","Alt. City","Alt. State / Province","Alt. Postal Code","Al. Country","Alt. Phone","Alt. International Phone","Alt. Preferred Phone","Alt. Email","Use Seasonal Address","Use Alt. Info Month Begin","Alt. Contact Day Begin","Use Alt. Info Month End","Alt. Contact Day End","Business Phone","Gender","Quarterly","Volunteering?","Joint Member","Email of Joint","Phone of Joint","Your Skills","Your Interests","Your Education","General Email","Event Email","Newsletter Email","Surname Inquiry","Mbr. List - Show Name","Mbr. List - Show Address","Mbr. List - Show Phone","Mbr. List - Show Email","Mbr. List - Show Photo","Membership Plan","Membership Type","Max Members","Lifetime","Membership Number","Mail Publications","Address Label Name","Amount Paid","Donation","Date Paid","Payment Type","Expiration Date","Comment","Acct. Primary","Membership Tie ID","Login Count","Last Login Date","Administrative Notes","Last Updated By","Last Updated Date","ENS Member Record ID"
"Serrano, Charles","","","Charles","Charlie","Kyle","","","Serrano","","Yes","10/10/2023","cserrano1","1959","6","11","","charles-kyle-serrano-member.jpg","7690 Woodlawn Ave","","San Antonio","TX","78263","USA","(210) 555-4345","(210) 555-5157","","","Cell Phone","","charlesserrano87@example.com","","","","","","","","","","","","","","","","","","M","","","Rosa","rosaserrano82@example.org","(210) 555-4345","Public speaking; Bookkeeping","","","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Joint","Person","2","","","Yes","Serrano, Charles","45.00","","05/17/2027","Credit Card","06/30/2027","","Yes","","50","05/22/2025","","admin","05/15/2027","11165"
"Payne, George","","Rev.","George","","Glen","","","Payne","","Yes","06/11/2024","gpayne1","1950","3","25","","george-glen-payne-member.jpg","1955 Nacogdoches Rd","","San Antonio","TX","78262","USA","(210) 555-4817","(210) 555-8227","","","Cell Phone","","gpayne@example.net","","","","","","","","","","","","","","","","","","M","Y","","Susan","spayne@example.net","(210) 555-4817","","","","Yes","Yes","No","Yes","Yes","No","No","Yes","No","Joint","Person","2","","","Yes","Payne, George","45.00","","06/05/2026","Credit Card","06/30/2026","","Yes","","35","10/20/2025","Donated $500 to library digitization fund","admin","06/17/2026","11166"
"Brown, Michelle","","Rev.","Michelle","","","","","Brown","","No","06/07/2018","mbrown1","1938","10","8","","michelle-brown-member.jpg","8302 Zarzamora St","","Seguin","TX","78155","USA","(210) 555-2339","(210) 555-4973","","","Cell Phone","","brownm@example.org","","","","","","","","","","","","","","","","","","F","Y","","","","","Grant writing","Canary Islanders of San Antonio; Probate records; Newspaper research","","Yes","Yes","Yes","Yes","Yes","No","Yes","No","No","Single","Person","1","","","Yes","Brown, Michelle","35.00","","01/07/2025","Check","04/06/2025","","Yes","","0","","","admin","12/28/2024","11167"
"Mason, Esther","","Ms.","Esther","","Ray","","","Mason","","Yes","05/28/2016","emason","2000","9","17","","esther-ray-mason-member.jpg","7628 Mulberry Ave","Apt 496","Cibolo","TX","78108","USA","(210) 555-4631","(210) 555-2652","","","Cell Phone","","esther.mason@example.net","","","","","","","","","","","","","","","","","","F","Y","","","","","","","","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Single","Person","1","","","Yes","Mason, Esther","35.00","","04/09/2026","Check","06/30/2026","","Yes","","17","05/12/2025","","admin","06/25/2026","11168"
"Garcia, Guadalupe","","","Guadalupe","","","","","Garcia","","Yes","11/21/2007","ggarcia","1946","10","16","","guadalupe-garcia-member.jpg","6741 Grissom Rd","","Hondo","TX","78861","USA","(210) 555-6078","","","","Telephone","","ggarcia@example.org","","","","","","","","","","","","","","","","","","F","Y","","Joshua","garciaj@example.net","(210) 555-6078","","","","Yes","No","Yes","Yes","Yes","Yes","Yes","No","No","Joint","Person","2","","","Yes","Garcia, Guadalupe","45.00","","06/16/2026","Credit Card","06/30/2026","","Yes","","29","04/15/2025","","admin","05/24/2026","11169"
"Flores, Roger","","","Roger","","","","","Flores","","Yes","07/01/2009","rflores1","1942","12","19","","roger-flores-member.jpg","6382 Woodlawn Ave","","San Antonio","TX","78235","USA","","(210) 555-6179","","","Cell Phone","","floresr@example.org","","","","","","","","","","","","","","","","","","M","Y","Y","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Single","Person","1","","","Yes","Flores, Roger","35.00","","05/01/2026","Check","06/30/2026","","Yes","","32","07/26/2025","","admin","06/25/2026","11170"
"Hoffmann, Kathryn","","","Kathryn","Kathy","","Robinson","Not Used","Hoffmann","III","No","06/13/1986","khoffmann","1966","5","26","","kathryn-hoffmann-member.jpg","7000 Fredericksburg Rd","","San Antonio","TX","78244","USA","(210) 555-3035","(210) 555-8962","","","Telephone","","hoffmannk@example.com","","","","","","","","","","","","","","","","","","F","Y","","","","","","","","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Hoffmann, Kathryn","35.00","24","03/18/2021","Credit Card","05/16/2021","","Yes","","0","","","webmaster","02/19/2021","11171"
"West, Edward","","","Edward","","","","","West","","Yes","11/18/2011","ewest1","1960","8","26","","edward-west-member.jpg","9333 Wurzbach Rd","","Schertz","TX","78154","USA","(210) 555-1657","(210) 555-3997","","","Cell Phone","","edwardwest90@example.org","","","","","","","","","","","","","","","","","","M","","Y","Julia","jwest1967@example.org","(210) 555-1657","","","","No","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Joint","Person","2","","","Yes","West, Edward","45.00","","04/07/2027","Check","06/30/2027","","Yes","","19","08/18/2025","","admin","06/01/2027","11172"
"Schneider, Frank","","","Frank","","Scott","","","Schneider","","No","08/05/2011","fschneider","1971","8","21","","frank-scott-schneider-member.jpg","3260 Culebra Rd","","San Antonio","TX","78231","USA","(210) 555-1630","(210) 555-5398","","","Cell Phone","(210) 555-4127","frankschneider60@example.com","","","","","","","","","","","","","","","","","","M","Y","","","","","","Mission-era records; Publishing family histories","","Yes","Yes","Yes","Yes","No","No","No","Yes","No","Single","Person","1","","","Yes","Schneider, Frank","35.00","","11/24/2025","Credit Card","02/05/2026","","Yes","","0","","","admin","10/12/2025","11173"
"Griffin, Norma","","","Norma","","Pilar","","","Griffin","","Yes","06/03/2012","ngriffin","1974","12","14","","norma-pilar-griffin-member.jpg","8004 Blanco Rd","","San Antonio","TX","78236","USA","","(210) 555-6952","","","Cell Phone","","ngriffin@example.com","","","","","","","","","","","","","","","","","","F","Y","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Griffin, Norma","35.00","","04/30/2026","PayPal","06/30/2026","","Yes","","30","12/15/2025","","webmaster","06/10/2026","11174"
"Thomas, Logan","","","Logan","","Reed","","","Thomas","","Yes","04/16/2019","lthomas","1967","1","21","","logan-reed-thomas-member.jpg","7216 Springdale Ave","","Fayetteville","AR","72701","USA","(479) 555-5400","(479) 555-7299","","","Telephone","","logan.thomas@example.com","","","","","","","","","","","","","","","","","","M","","","","","","","Photo restoration and identification; Hill Country settlers; Texas Revolution heroes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Thomas, Logan","35.00","","05/01/2026","Check","06/30/2026","","Yes","","15","02/07/2026","","secretary","06/04/2026","11175"
"Vargas, Jason","","","Jason","","","","","Vargas","","Yes","04/14/1991","jvargas","1966","10","2","","jason-vargas-member.jpg","6337 Pine St","","Chattanooga","TN","37401","USA","(423) 555-4238","(423) 555-5070","","","Telephone","","vargasj@example.com","","","","","","","","","","","","","","","","","","M","Y","","","","","","Jewish genealogy","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Vargas, Jason","35.00","","05/17/2026","Credit Card","06/30/2026","","Yes","","5","03/27/2025","","admin","06/30/2026","11176"
"Trevino, Alexis","","","Alexis","","Faith","","","Trevino","","Yes","12/18/2021","atrevino","1975","12","1","","alexis-faith-trevino-member.jpg","602 Lincoln Rd","","Louisville","KY","40201","USA","(502) 555-8174","(502) 555-2096","","","Telephone","","alexis.trevino@example.org","","","","","","","","","","","","","","","","","","F","","","","","","","","","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Single","Person","1","","","Yes","Trevino, Alexis","35.00","","06/03/2026","Credit Card","06/30/2026","Credit card declined once; reprocessed","Yes","","3","09/05/2025","Renewed by phone 07/03/2023","admin","06/08/2026","11177"
"Young, Frank","","","Frank","","Irene","","","Young","","Yes","08/17/2020","fyoung","1973","5","16","","frank-irene-young-member.jpg","4590 New Laredo Hwy","Unit 137","San Antonio","TX","78218","USA","","(210) 555-1639","","","Cell Phone","","fyoung@example.com","","","","","","","","","","","","","","","","","","M","Y","","","","","","","Genealogical Institute on Federal Records graduate","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Young, Frank","35.00","","06/05/2027","Check","06/30/2027","","Yes","","33","02/16/2026","","admin","06/17/2027","11178"
"Ibarra, Juan","","Rev.","Juan","","Esperanza","","","Ibarra","","Yes","06/06/2019","jibarra","1941","2","19","","juan-esperanza-ibarra-member.jpg","5197 Lake Dr","","Dallas","TX","75238","USA","(214) 555-8915","(214) 555-8407","","","Cell Phone","","jibarra1990@example.org","","","","","","","","","","","","","","","","","","M","Y","","Sierra","sibarra1982@example.net","(214) 555-8915","","","","No","No","Yes","No","No","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","Ibarra, Juan","45.00","","05/30/2026","PayPal","06/30/2026","","Yes","","7","02/20/2026","","admin","05/02/2026","11179"
"Neumann, Norma","","","Norma","","Anne","","","Neumann","","Yes","04/01/2018","nneumann","1964","7","27","","norma-anne-neumann-member.jpg","8835 Creekside Dr","","Comfort","TX","78013","USA","(830) 555-9914","(830) 555-4229","","","Cell Phone","","nneumann@example.net","","","","","","","","","","","","","","","","","","F","Y","","Lawrence","lawrence.neumann@example.com","(830) 555-9914","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Joint","Person","2","","","No","Neumann, Norma","45.00","","04/07/2026","Credit Card","06/30/2026","","Yes","","48","02/02/2026","Updated address 07/14/2018","admin","06/20/2026","11180"
"Bailey, Elena","","","Elena","","","","","Bailey","","Yes","02/27/2014","ebailey","1952","12","21","","elena-bailey-member.jpg","2920 Summer St","","Norman","OK","73069","USA","(405) 555-4956","(405) 555-1844","","","Cell Phone","","baileye@example.org","","","","","","","","","","","","","","","","","","F","","Y","","","","Spanish language","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Bailey, Elena","35.00","","04/12/2026","Credit Card","06/30/2026","","Yes","","7","11/03/2025","","admin","06/04/2026","11181"
"Haas, Klaus","","","Klaus","","Luz","","","Haas","","Yes","06/03/2012","khaas","1956","2","21","","klaus-luz-haas-member.jpg","3869 Summer St","","Georgetown","TX","78626","USA","","(512) 555-1465","","","Cell Phone","","khaas@example.org","","","","","","","","","","","","","","","","","","M","","","Diana","dhaas@example.net","(512) 555-1465","","","","Yes","Yes","Yes","Yes","No","Yes","Yes","Yes","No","Joint","Person","2","","","No","Haas, Klaus","45.00","","05/02/2027","PayPal","06/30/2027","","Yes","","41","04/01/2025","","treasurer","05/30/2027","11182"
"Schroeder, Sandra","","","Sandra","","Jesus","","","Schroeder","","Yes","04/11/2012","sschroeder1","1945","4","17","","sandra-jesus-schroeder-member.jpg","2934 Braun Rd","","Helotes","TX","78023","USA","","(210) 555-8269","","","Cell Phone","","sandraschroeder26@example.com","","1501 Maple Ave","","Fort Myers","FL","33901","USA","(239) 555-8627","","Telephone","","Yes","11","1","3","31","","F","","Y","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Schroeder, Sandra","35.00","","05/01/2027","Credit Card","06/30/2027","","Yes","","26","09/10/2025","","treasurer","05/27/2027","11183"
"Arkansas Genealogical Society","Steven Thompson","","Steven","","","","","Thompson","","No","06/12/2023","sthompson","","","","","","819 Callaghan Rd","","Shavano Park","TX","78231","USA","","","","","","","info@thompsonsteven.example.org","","","","","","","","","","","","","","","","","(210) 555-3992","","Y","","","","","","","","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","Exchange","Organization","1","","","Yes","Arkansas Genealogical Society","0.00","","04/29/2023","Credit Card","06/22/2023","","Yes","","0","","Address correction needed - last newsletter returned","admin","04/27/2023","11184"
"New Mexico Genealogical Society","Karen Scott","","Karen","","","","","Scott","","Yes","02/05/2024","kscott","","","","","","5227 Blanco Rd","Suite 430","San Antonio","TX","78218","USA","","(210) 555-6056","","","Cell Phone","","info@scottkaren.example.org","https://www.scott.example.org","","","","","","","","","","","","","","","","(210) 555-1919","","Y","","","","","","","","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","No","Exchange","Organization","1","","","Yes","New Mexico Genealogical Society","0.00","","04/07/2026","PayPal","06/30/2026","","Yes","","28","01/31/2026","","admin","06/12/2026","11185"
"Serrano, Graciela","","","Graciela","","Elena","","","Serrano","","Yes","08/20/2014","gserrano","1945","10","16","","graciela-elena-serrano-member.jpg","9186 Lake Dr","Suite 248","Fredericksburg","TX","78624","USA","(830) 555-7625","(830) 555-9404","","","Telephone","","serranog@example.org","","3002 Sunrise Dr","","Albuquerque","NM","87101","USA","(505) 555-3911","","Telephone","","Yes","11","1","3","31","","F","","","Merle","mserrano@example.org","(830) 555-7625","Website design; Map reading; Public speaking","","","Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","Joint","Person","2","","","Yes","Serrano, Graciela","45.00","","06/20/2026","Cash","06/30/2026","","Yes","","7","07/20/2025","","secretary","05/17/2026","11186"
"Cole, Alfredo","","","Alfredo","","Wilhelm","","","Cole","","Yes","01/28/2015","acole","1963","12","2","","alfredo-wilhelm-cole-member.jpg","7803 Callaghan Rd","","Boerne","TX","78015","USA","","","","","","","alfredo.cole@example.net","","","","","","","","","","","","","","","","","","M","","","Phyllis","pcole1989@example.org","","Writing and editing; Map reading; Grant writing","","","Yes","Yes","No","No","No","Yes","Yes","Yes","No","Joint","Person","2","","","Yes","Cole, Alfredo","45.00","","05/02/2027","Check","06/30/2027","","Yes","","19","03/08/2026","","webmaster","05/18/2027","11187"
"Ramos, Elvira","","","Elvira","","Ivan","","","Ramos","","Yes","10/20/2016","eramos","1986","12","19","","elvira-ivan-ramos-member.jpg","3852 Freedom Blvd","","Baton Rouge","LA","70801","USA","","(225) 555-8496","","","Cell Phone","","eramos1978@example.com","","","","","","","","","","","","","","","","","","F","Y","","","","","","","","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Ramos, Elvira","35.00","32","06/07/2026","Check","06/30/2026","","Yes","","1","07/25/2025","","admin","05/11/2026","11188"
"Butler, Stephen","","Rev.","Stephen","","","","","Butler","","No","02/26/2006","sbutler","1974","7","25","","stephen-butler-member.jpg","2553 Somerset Rd","","San Antonio","TX","78218","USA","(210) 555-2511","(210) 555-8331","","","Telephone","","butlers@example.com","","","","","","","","","","","","","","","","","","M","Y","","Julia","butlerj@example.net","(210) 555-2511","","","","No","Yes","Yes","Yes","Yes","Yes","No","No","No","Joint","Person","2","","","Yes","Butler, Stephen","45.00","","05/22/2023","Cash","07/31/2023","","Yes","","0","","","treasurer","06/09/2023","11189"
"Gomez, Helmut","","","Helmut","","Ivan","","","Gomez","","Yes","08/24/2016","hgomez","1987","10","22","","helmut-ivan-gomez-member.jpg","2026 Peachtree Rd","Suite 363","Austin","TX","78759","USA","","(512) 555-2085","","","Cell Phone","(512) 555-3212","hgomez@example.net","","","","","","","","","","","","","","","","","","M","","","","","","Writing and editing; Social media","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Single","Person","1","","","No","Gomez, Helmut","35.00","","04/28/2026","PayPal","06/30/2026","","Yes","","17","01/03/2026","","admin","05/29/2026","11190"
"St. Mary's University Library","Alice Carter","","Abigail","","","","","Callahan","","Yes","05/02/2006","acallahan","","","","","","8050 Liberty Ln","","Lake Charles","LA","70601","USA","(337) 555-9548","(337) 555-8114","","","Cell Phone","","abigail.callahan@example.org","https://www.carter.example.org","","","","","","","","","","","","","","","","(337) 555-7289","","Y","","","","","","","","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Exchange","Organization","1","","","Yes","St. Mary's University Library","0.00","","06/11/2027","Cash","06/30/2027","","Yes","","25","01/12/2026","Duplicate record - merged with #120","treasurer","05/17/2027","11191"
"Brandt, Debra","","","Debra","","","","","Brandt","","No","08/18/2005","dbrandt1","1956","12","14","Yes","debra-brandt-member.jpg","1011 Frontier St","","Lubbock","TX","79401","USA","(806) 555-5241","","","","Telephone","","brandtd@example.net","","","","","","","","","","","","","","","","","","F","Y","","","","","","Canary Islanders of San Antonio; Publishing family histories; Hill Country settlers","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Single","Person","1","","","Yes","Brandt, Debra","35.00","","04/14/2024","PayPal","06/12/2024","","Yes","","0","","","webmaster","12/16/2023","11192"
