"First Name","Last Name","Preferred Name","Email","Phone","Cell Phone","Address 1","City","State","Zip","Country","Gender","Birthday","Join Date","Expiration Date","Status","Membership Plan","Amount Paid","Payment Method","Payment Date","Marital Status","Surnames Researched","Notes"
"Silvia","Wright","Silvia","wrights@gmail.com","(210) 967-9905","","17335 Rolling Oaks Apt 669","San Antonio","TX","78123","US","Female","03/08/1973","04/21/2020","04/21/2021","Active","Individual","45.00","Check","04/19/2020","Single","Rodriguez; Phillips; Kensington",""
"Pamela","Arnold","Pamela","pamela.arnold89@gmail.com","(512) 338-3288","","13847 Broadway","Austin","TX","73786","US","Female","05/10/1993","10/21/2019","10/20/2020","Active","Family","65.00","Credit Card","10/20/2019","Married","",""
"Sinead","Miller","Sinead","sinead63@att.net","(210) 411-4245","","21321 N New Braunfels Ave","San Antonio","TX","78186","US","Female","04/15/1960","11/02/2017","11/02/2018","Active","Individual","45.00","Check","10/27/2017","Divorced","Drummond; Perry",""
"Donald","Fisher","Donnie","donald60@icloud.com","(210) 562-8389","","7700 Old Pearsall Rd","San Antonio","TX","78244","US","Male","04/09/1946","01/06/2021","01/06/2022","Active","Individual","45.00","PayPal","01/03/2021","Married","Singh; Scott; Mazur; Green; Eastman",""
"Jack","Knight","Jack","j.knight@gmail.com","(830) 203-4054","","19838 Whisper Bend","Boerne","TX","78045","US","Male","09/19/1980","12/12/2020","02/08/2026","Grace Period","Family","65.00","Stripe","12/11/2020","Widowed","Taylor; Morgan",""
"Precious","Daniels","Precious","pdaniels@hotmail.com","(713) 330-2529","","27145 Stone Oak Pkwy","Houston","TX","77082","US","Female","","01/07/2020","01/06/2021","Expired","Individual","45.00","Check","01/05/2020","Single","Fitzgerald; Gallagher; Northcutt",""
"Brendan","De Leon","Brendan","deleonb@gmail.com","(210) 285-9379","","232 SW Military Dr","San Antonio","TX","78281","US","Male","09/16/1948","01/12/2024","01/11/2025","Active","Individual","45.00","Check","01/07/2024","Single","Rivera; Jones; Moore",""
"Mercedes","Gallagher","Mercedes","gallagher.mercedes@icloud.com","(210) 821-8207","","15919 Potranco Rd","San Antonio","TX","78229","US","Female","03/28/1939","07/20/2020","07/20/2021","Active","Honorary","0.00","Cash","07/19/2020","Widowed","Wilson; Allen; Rivera; Chen; Patterson",""
"Alice","Jenkins","Alice","alice35@yahoo.com","(210) 970-4070","","9240 Huebner Rd","San Antonio","TX","78152","US","Female","03/22/1959","01/02/2016","01/01/2017","Active","Individual","45.00","Credit Card","01/01/2016","Married","Callaway; Foster; Ellington; Lee; Bryant",""
"Hannah","Garza","Hannah","hannah25@gmail.com","(210) 945-1669","","17959 Canyon View","San Antonio","TX","78121","US","Female","06/20/1967","07/19/2023","07/18/2024","Active","Individual","45.00","PayPal","07/19/2023","Divorced","Fairchild; Hayes",""
"Lori","Sanders","Lori","sandersl@hotmail.com","(210) 573-9045","","4205 Bitters Rd","San Antonio","TX","78110","US","Female","05/31/1941","11/06/2024","11/06/2025","Active","Individual","45.00","PayPal","11/01/2024","Single","Watson; Russell; Hall; Mazur; Bell",""
"Alejandra","Chambers","Alex","achambers@hotmail.com","(210) 900-3570","","5030 Winding Way","San Antonio","TX","78202","US","Female","02/04/1988","03/25/2021","03/25/2022","Active","Organization","100.00","Check","03/20/2021","Single","Fairchild; Stricklin; Brown",""
"Stephanie","Rice","Stephanie","srice@outlook.com","(210) 384-5543","","5719 Presa St","San Antonio","TX","78254","US","Female","09/06/1938","12/25/2023","12/24/2024","Expired","Individual","45.00","PayPal","12/23/2023","Single","Stricklen; Baker; Reed",""
"Sofia","Fuentes","Sofia","sfuentes@hotmail.com","(281) 429-8371","","26992 Cottonwood Ln","Houston","TX","77592","US","Female","02/25/1940","05/23/2023","05/22/2024","Active","Organization","100.00","PayPal","05/22/2023","Single","Stewart; Cook; O'Neill; Greenwood; De La Cruz; Krawczyk",""
"Aisling","Chen","Aisling","chen.a50@yahoo.com","(210) 267-6517","","23988 Moss Rock","San Antonio","TX","78106","US","Female","01/23/1954","09/05/2024","","Deceased","Life","500.00","Cash","09/05/2024","Married","Jenkins; Ellington; Blackwood",""
"Ann","Campbell","Ann","a.campbell@swbell.net","(713) 893-2194","","22385 Pleasanton Rd","Houston","TX","77044","US","Female","05/31/1951","02/09/2023","02/09/2024","Expired","Family","65.00","Check","02/06/2023","Single","Graham","Research focus: Colonial era"
"Isabella","Adams","Isabella","iadams@gmail.com","(972) 999-3243","","17807 Rittiman Rd","Dallas","TX","75119","US","Female","03/15/1952","12/21/2021","12/21/2022","Active","Individual","45.00","Check","12/14/2021","Married","Kumar; Young",""
"Nancy","Gomez","Nancy","ngomez@gmail.com","(210) 869-8488","","23405 Flores St","San Antonio","TX","78286","US","Female","","10/13/2020","10/13/2021","Active","Individual","45.00","Check","10/13/2020","Married","O'Sullivan; Turner; Taylor; Trevino; Hargrove",""
"Samantha","Reddy","Samantha","reddy.samantha@outlook.com","(210) 325-8736","","26693 Medio Creek","San Antonio","TX","78183","US","Female","02/12/1969","07/09/2022","07/09/2023","Active","Individual","45.00","Stripe","07/03/2022","Single","Remington",""
"Patricia","Li","Patricia","patricia90@yahoo.com","(830) 772-2100","","15405 Flores St","New Braunfels","TX","78188","US","Female","04/12/1969","04/04/2018","04/04/2019","Expired","Individual","45.00","Check","04/02/2018","Single","Hawthorne",""
"Diego","Sullivan","Diego","dsullivan@outlook.com","(830) 821-2465","(210) 948-4436","7396 Ridge Rd","Boerne","TX","78051","US","Male","","08/13/2018","08/13/2019","Active","Family","65.00","PayPal","08/07/2018","Married","Remington; Wilson; Callaway",""
"Gabriela","Phillips","Gaby","phillipsg@aol.com","(210) 420-6695","","9201 Alamo St","San Antonio","TX","78113","US","Female","05/31/1948","09/27/2021","09/27/2022","Active","Senior","30.00","Check","09/25/2021","Widowed","Gonzalez; Schneider",""
"Lamar","Wright","Lamar","wright.l62@yahoo.com","(210) 978-4421","","2833 Military Dr Unit 111","San Antonio","TX","78240","US","Male","06/01/1966","11/09/2020","11/09/2021","Active","Individual","45.00","PayPal","11/02/2020","Married","O'Sullivan; Cooper; Bell",""
"Sandra","Gonzales","Sandra","gonzales.s78@outlook.com","(512) 902-7256","","744 Mesquite Ln","Austin","TX","78659","US","Female","11/08/1965","07/20/2020","07/20/2021","Active","Organization","100.00","Check","07/14/2020","Single","",""
"Walter","Ross","Walter","ross.walter@aol.com","(210) 416-8509","","22254 Oak Park Dr","San Antonio","TX","78188","US","Male","","11/03/2020","11/03/2021","Active","Family","65.00","Cash","10/27/2020","Married","Kaminski; Lynch; Meyer",""
"Pilar","Estrada","Pilar","pestrada@gmail.com","(830) 817-9133","","1292 Pine St","New Braunfels","TX","78116","US","Female","10/18/1956","10/25/2020","10/25/2021","Pending","Individual","0.00","","","Married","Kowalski; Oglethorpe; Thompson",""
"Angelica","Lewandowski","Angelica","","(210) 937-5895","","8434 Harry Wurzbach Rd","San Antonio","TX","78211","US","Female","06/30/1945","04/12/2023","04/11/2024","Active","Family","65.00","Credit Card","04/08/2023","Single","Price; Evans; Powell; Fischer; Garcia",""
"Dorothy","Mehta","Dorothy","d.mehta@sbcglobal.net","(972) 402-4062","","15657 Mesquite Ln","Dallas","TX","75376","US","Female","04/21/1967","07/25/2022","07/25/2023","Expired","Individual","45.00","Credit Card","07/22/2022","Widowed","Godfrey; Evans",""
"Elizabeth","Henry","Elizabeth","henrye@hotmail.com","(713) 923-9338","","7729 Walzem Rd","Houston","TX","77346","US","Female","04/10/1950","02/06/2020","02/05/2021","Active","Individual","45.00","Cash","01/31/2020","Widowed","Forsythe; Morgan; Langston",""
"Adriana","Jenkins","Adriana","jenkins.a49@gmail.com","(817) 300-1703","(817) 429-6508","19548 Culebra Rd Unit 751","Fort Worth","TX","76059","US","Female","","05/17/2024","05/17/2025","Expired","Individual","45.00","Check","05/13/2024","Widowed","Patterson",""
"Denisha","Wojcik","Denisha","denishawojcik@att.net","(512) 372-7531","(325) 563-1728","4441 Pine St","Austin","TX","78675","US","Female","11/25/1948","10/27/2020","","Active","Life","500.00","Check","10/22/2020","Married","Perez; Jones; O'Brien",""
"Silvia","Soto","Silvia","silvia.soto@gmail.com","(210) 683-8918","","15340 Grissom Rd","San Antonio","TX","78215","US","Female","08/18/1948","02/18/2018","02/18/2019","Active","Individual","45.00","Credit Card","02/14/2018","Married","","Courthouse records specialist"
"Leticia","Barnes","Leticia","barnes.leticia@yahoo.com","(210) 437-8417","","8057 Pine Meadow","San Antonio","TX","78246","US","Female","11/09/1944","07/09/2025","11/03/2024","Expired","Individual","45.00","PayPal","07/04/2025","Single","Moore; Whitfield; Hawthorne",""
"Kavita","Brennan","Kavita","k.brennan@swbell.net","(830) 610-6285","","3455 Old Pearsall Rd","New Braunfels","TX","78102","US","Female","02/12/1954","10/26/2015","10/25/2016","Active","Individual","45.00","Check","10/19/2015","Single","Henderson; Davis; Bennett",""
"Jennifer","Vu","Jenny","vuj@swbell.net","(512) 902-5618","","21135 Nacogdoches Rd","Austin","TX","78725","US","Female","04/14/1975","08/01/2022","08/01/2023","Lapsed","Family","65.00","PayPal","08/01/2022","Married","",""
"Grace","Ward","Grace","g.ward@outlook.com","(210) 806-9249","","4563 Blanco Rd","San Antonio","TX","78101","US","Female","","05/12/2023","05/11/2024","Deceased","Family","65.00","Check","05/06/2023","Married","Wilson; Villarreal",""
"Ebony","Payne","Ebony","ebony27@gmail.com","(512) 776-4994","","23395 Bitters Rd","Austin","TX","78787","US","Female","06/19/1952","01/19/2021","01/19/2022","Active","Individual","45.00","Credit Card","01/17/2021","Widowed","Eastman; Fischer",""
"Donald","Griffin","Don","griffin.d99@gmail.com","(210) 213-6262","","26542 Timber Path","San Antonio","TX","78271","US","Male","","08/11/2020","08/11/2021","Active","Individual","45.00","Credit Card","08/08/2020","Married","Rogers; Montoya; Carter; Hernandez; Wright; Graham; Mueller",""
"Eileen","Lewis","Eileen","eileen.lewis@yahoo.com","(830) 376-5868","","25842 2nd Ave","Seguin","TX","78197","US","Female","04/10/1958","06/05/2020","06/05/2021","Active","Individual","45.00","PayPal","06/01/2020","Married","Allen; Pham","Naturalization records researcher; Presented at annual conference"
"Leon","Wilson","Leon","wilsonl@gmail.com","(210) 738-3400","","9855 Bandera Rd","San Antonio","TX","78154","US","Male","11/04/1990","01/28/2021","01/28/2022","Lapsed","Student","20.00","Check","01/24/2021","Single","Jones; Krueger; Lee",""
"Thomas","Griffin","Tommy","thomas.griffin41@yahoo.com","(210) 840-5204","","9870 Starcrest Dr","San Antonio","TX","78257","US","Male","08/17/1950","06/26/2017","06/26/2018","Pending","Individual","0.00","","","Single","Foster; Meriwether; Fitzgerald",""
"Roy","Chambers","Roy","","(214) 362-2870","","25592 Rigsby Ave","Dallas","TX","75395","US","Male","01/04/1955","04/05/2019","04/04/2020","Active","Individual","45.00","Credit Card","04/04/2019","Widowed","Peterson; Pendleton; Hall; Brennan; Chen; Reed",""
"Darnell","Daniels","Darnell","ddaniels@sbcglobal.net","(210) 821-1417","","10826 Callaghan Rd","San Antonio","TX","78283","US","Male","02/08/1989","06/23/2023","06/22/2024","Active","Student","20.00","PayPal","06/23/2023","Single","Hargrove",""
"Lucia","Washington","Lucia","washington.lucia@yahoo.com","(210) 298-7170","","16511 Bandera Rd","San Antonio","TX","78267","US","Female","05/06/1963","12/12/2020","12/12/2021","Active","Family","65.00","Check","12/05/2020","Married","","Attends monthly meetings regularly"
"Samantha","Alexander","Samantha","alexander.s21@hotmail.com","(830) 823-2116","","18468 Pleasanton Rd","Seguin","TX","78110","US","Female","03/27/1968","08/19/2023","08/18/2024","Active","Family","65.00","Check","08/12/2023","Single","Fischer; Wisniewski; Lopez",""
"Mercedes","Holmes","Mercedes","holmesm@gmail.com","(210) 692-6503","","19662 Whisper Bend","San Antonio","TX","78227","US","Female","","01/26/2021","01/26/2022","Active","Organization","100.00","Check","01/24/2021","Single","Fitzgerald; James; Coleman",""
"Raymond","Ryan","Ray","r.ryan@hotmail.com","(210) 471-8067","","12178 Presa St","San Antonio","TX","78293","US","Male","06/09/1956","01/08/2018","01/08/2019","Expired","Individual","45.00","PayPal","01/06/2018","Married","",""
"Jack","Peterson","Jack","jack.peterson@gmail.com","(210) 271-4576","","19879 Blanco Rd","San Antonio","TX","78218","US","Male","07/04/1970","12/03/2018","12/03/2019","Active","Individual","45.00","Check","11/26/2018","Single","Wright; Gutierrez",""
"Brian","Reynolds","Brian","breynolds@yahoo.com","(956) 837-8249","","23899 S Presa St","Laredo","TX","78039","US","Male","11/25/1954","12/04/2021","12/04/2022","Active","Family","65.00","PayPal","12/01/2021","Married","Henderson; Green; Wang; O'Neill; Kowalski",""
"Tamika","Hunter","Tamika","hunter.tamika@aol.com","(210) 906-6769","","26657 Goliad Rd","San Antonio","TX","78257","US","Female","11/20/1948","02/13/2019","02/13/2020","Active","Family","65.00","Check","02/11/2019","Single","Hall",""
"Austin","Cunningham","Austin","acunningham@hotmail.com","(210) 338-2933","","15170 Hawk Ridge Apt 512","San Antonio","TX","78272","US","Male","01/21/1973","07/05/2025","07/05/2026","Active","Family","65.00","PayPal","07/04/2025","Divorced","Hernandez; Tran; Fischer",""
"Mercedes","Crawford","Mercedes","crawford.m35@yahoo.com","(210) 846-6112","","4463 Grissom Rd","San Antonio","TX","78193","US","Female","07/10/1960","12/10/2021","12/10/2022","Lapsed","Individual","45.00","Check","12/08/2021","Married","Krueger; Braun; Nowak","Gift membership from spouse"
"Frank","Hudson","Frank","hudson.frank@gmail.com","(210) 588-9828","","18114 Old Pearsall Rd","San Antonio","TX","78250","US","Male","09/22/1951","08/03/2022","08/03/2023","Active","Family","65.00","Check","07/29/2022","Single","Oglethorpe; Medina; Parker; Wisniewski; Barnett; Rivera; Wood; Campbell","Census records specialist"
"Imani","Rangel","Imani","","(210) 557-2344","","12922 S Presa St","San Antonio","TX","78241","US","Female","02/17/1982","12/18/2020","12/18/2021","Active","Individual","45.00","Check","12/11/2020","Married","Ross; Wozniak",""
"Niall","O'Neill","Niall","nialloneill@yahoo.com","(361) 233-1401","","3702 Bulverde Rd","Corpus Christi","TX","78319","US","Male","08/25/1967","03/28/2022","","Active","Life","500.00","Credit Card","03/25/2022","Single","Stricklen; Greenwood",""
"Alejandro","Gomez","Alejandro","alejandro.gomez@hotmail.com","(210) 602-9556","","10382 De Zavala Rd","San Antonio","TX","78224","US","Male","12/02/1956","02/28/2022","02/28/2023","Expired","Individual","45.00","PayPal","02/24/2022","Married","Castillo; Torres",""
"Ling","Cole","Ling","ling71@aol.com","(956) 396-9319","","8884 Sage Crossing Suite 759","Laredo","TX","78059","US","Female","08/05/1958","08/24/2018","08/24/2019","Active","Family","65.00","Stripe","08/20/2018","Married","","Newspaper archives researcher"
"Margaret","Cunningham","Margaret","cunningham.m66@yahoo.com","(210) 352-5433","","5287 Callaghan Rd","San Antonio","TX","78283","US","Female","","01/17/2023","01/17/2024","Deceased","Individual","45.00","Check","01/12/2023","Married","Green; Rodriguez; Kimball","Research focus: German immigrants"
"Franz","Wojcik","Franz","franzwojcik@gmail.com","(210) 782-9768","","14347 Medio Creek","San Antonio","TX","78212","US","Male","07/20/1933","04/07/2020","04/07/2021","Active","Family","65.00","PayPal","04/06/2020","Single","Templeton; Langston",""
"Dorota","Bui","Dorota","dorota.bui34@swbell.net","(210) 782-7242","","18741 Bandera Rd","San Antonio","TX","78123","US","Female","","02/06/2021","02/06/2022","Active","Individual","45.00","Stripe","02/02/2021","Married","Harris; Ryan; Chamberlain",""
"Consuelo","Stevens","Consuelo","consuelo11@gmail.com","(210) 260-8720","","14322 Misty Glen","San Antonio","TX","78134","US","Female","12/05/1972","04/09/2022","04/09/2023","Active","Individual","45.00","PayPal","04/03/2022","Single","Johnson; Hill; Campbell","Published family history book"
"Irene","Nowak","Irene","nowaki@hotmail.com","(210) 902-8759","","27018 Perrin Beitel Rd","San Antonio","TX","78219","US","Female","04/21/1946","03/13/2021","03/13/2022","Lapsed","Individual","45.00","Credit Card","03/07/2021","Single","Li; Thompson",""
"Maria","Mason","Maria","maria40@aol.com","(210) 585-4567","","9210 Whisper Bend Apt 470","San Antonio","TX","78298","US","Female","03/26/1951","06/26/2018","06/26/2019","Active","Individual","45.00","Check","06/22/2018","Married","",""
"DeShawn","Cook","DeShawn","cook.deshawn@gmail.com","(210) 202-5093","","20489 SE Military Dr # 561","San Antonio","TX","78173","US","Male","01/13/1945","04/17/2019","04/16/2020","Active","Individual","45.00","Check","04/10/2019","Married","Kowalski; Patterson","Research focus: Civil War"
"Jack","Lopez","Jack","lopez.jack@gmail.com","(210) 827-6278","","10102 Harry Wurzbach Rd","San Antonio","TX","78233","US","Male","01/23/1959","05/08/2015","05/07/2016","Active","Family","65.00","PayPal","05/07/2015","Divorced","",""
